"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Duration","Growth Habit","Native Status","State Noxious Status","State Noxious Common Name","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"ACCA4","","Acorus calamus","calamus","Monocot","Perennial","Forb/herb","L48(I)CAN(I)","","","Yes","Spring and Summer","Moderate","None","High","No","No","No","Yellow","No","Green","Dense","Porous","Coarse","Brown","No","Rhizomatous","Moderate","","5.0","No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","No","High","Medium","No","None","Medium","High","90","None","High","5.2","7.2","2700","4850","32","60","12","Low","Intolerant","-38","Late Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","Yes","No","No","No","No","Yes","No","498454","None","Low","No","Moderate","No","No","No","","No","No","Yes","Low","Low","No","No","Low","No","No"
"ACROP","","Acroptilon","hardheads","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRE3","","Acroptilon repens","hardheads","Dicot","Perennial","Forb/herb","L48(I)CAN(I)","AK(NW)AZ(PNW, RNW)CA(BW)CO(BW)HI(NW)IA(PRNW)ID(NW)KS(NW)MT(CAT1)ND(NW)NM(CBW)NV(NW)OR(BDW, Q)SC(PP)SD(NW, RNPS)UT(NW)WA(CBW)WY(NW)","AZ (Russian knapweed), CA (Russian knapweed), CO (Russian knapweed), HI (Russian knapweed), ND (Russian knapweed), NM (Russian knapweed), OR (Russian knapweed), WA (Russian knapweed)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTAE","","Actaea","baneberry","Dicot","","","L48(I,N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACEL4","","Actaea elata","tall bugbane","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACLA12","","Actaea laciniata","Mt. Hood bugbane","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRU2","","Actaea rubra","red baneberry","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACRUA8","","Actaea rubra ssp. arguta","red baneberry","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADENO","","Adenocaulon","trailplant","Dicot","","","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADBI","","Adenocaulon bicolor","American trailplant","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADIAN","","Adiantum","maidenhair fern","Fern","","","L48(I,N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADAL","","Adiantum aleuticum","Aleutian maidenhair","Fern","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADONI","","Adonis","pheasant's eye","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADAE","","Adonis aestivalis","summer pheasant's eye","Dicot","Annual","Forb/herb","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADAN","","Adonis annua","blooddrops","Dicot","Annual","Forb/herb","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEGIL","","Aegilops","goatgrass","Monocot","","","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AECY","","Aegilops cylindrica","jointed goatgrass","Monocot","Annual","Graminoid","L48(I)","AZ(PNW, RNW)CA(BW)CO(CW)ID(NW)NM(CCW)OR(BDW, Q)WA(CCW)","AZ (jointed goatgrass)CA (jointed goatgrass)CO (jointed goatgrass)ID (jointed goatgrass)NM (jointed goatgrass)OR (jointed goatgrass)WA (jointed goatgrass)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEGOP","","Aegopodium","goutweed","Dicot","","","L48(I)CAN(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEPO","","Aegopodium podagraria","bishop's goutweed","Dicot","Perennial","Forb/herb","L48(I)CAN(I)SPM(I)","CT(IB)MA(P)VT(CBW)","CT (goutweed)MA (Bishop's goutweed, bishop's weed, goutweed)VT (goutweed)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AESCU","","Aesculus","buckeye","Dicot","","","L48(I,N)CAN(I,N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEHI","","Aesculus hippocastanum","horse chestnut","Dicot","Perennial","Tree","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAST","","Agastache","giant hyssop","Dicot","","","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGFO","","Agastache foeniculum","blue giant hyssop","Dicot","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGOC","","Agastache occidentalis","western giant hyssop","Dicot","Perennial","Subshrub, Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGUR","","Agastache urticifolia","nettleleaf giant hyssop","Dicot","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)","","","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Red","Yes","Dark Green","Dense","Porous","Coarse","Green","No","Rhizomatous","Rapid","","5.0","No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","Low","Medium","No","Low","Medium","High","120","None","Medium","6.0","8.0","2700","4800","18","24","12","Low","Intermediate","-33","Late Spring","Contracting Only","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","Yes","No","","Slow","Low","No","Slow","No","No","Yes","","No","No","No","Low","High","No","No","Medium","No","No"
"AGURU","","Agastache urticifolia var. urticifolia","nettleleaf giant hyssop","Dicot","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGERA2","","Ageratina","snakeroot","Dicot","","","L48(I,N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGOC2","","Ageratina occidentalis","western snakeroot","Dicot","Perennial","Forb/herb, Subshrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGOSE","","Agoseris","agoseris","Dicot","","","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAP2","","Agoseris apargioides","woolly goat chicory","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAPE","","Agoseris apargioides var. eastwoodiae","woolly goat chicory","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAPM","","Agoseris apargioides var. maritima","woolly goat chicory","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAU2","","Agoseris aurantiaca","orange agoseris","Dicot","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Orange","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Rapid","","1.0","No","No","Short","No","None","No","Decumbent","","Yes","Yes","Yes","None","Medium","No","Medium","Low","Medium","120","Medium","Medium","6.6","7.5","","","19","69","6","None","Intolerant","-33","Mid Spring","Contracting Only","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","755000","Moderate","High","No","None","No","No","No","","No","No","No","Medium","Medium","No","No","Medium","No","No"
"AGAUA","","Agoseris aurantiaca var. aurantiaca","orange agoseris","Dicot","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGEL","","Agoseris elata","tall agoseris","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGL","","Agoseris glauca","pale agoseris","Dicot","Perennial","Forb/herb, Subshrub, Shrub","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Rapid","","1.0","No","No","Short","No","None","No","Decumbent","None","Yes","Yes","Yes","None","Medium","No","Medium","Low","Medium","120","Medium","Medium","6.0","8.0","","","10","69","6","None","Intolerant","-33","Mid Spring","No Known Source","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","560000","Moderate","High","No","None","No","No","No","","No","No","No","Medium","Medium","No","No","Medium","No","No"
"AGGLA","","Agoseris glauca var. agrestis","pale agoseris","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGLD","","Agoseris glauca var. dasycephala","pale agoseris","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGLG","","Agoseris glauca var. glauca","pale agoseris","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
